,DWS,Exp,Height,OWS,Player,Pos,Salary,Team,WS,WS_Per_48,Year
12,1.2,1,6-7,0.8,Sasha Vujacic,PG,910440,LAL,2.0,0.066,2006
13,0.1,R,6-5,0.0,Von Wafer,SG,398762,LAL,0.1,0.114,2006
14,1.3,2,6-8,0.6,Luke Walton,SF,1250000,LAL,1.9,0.071,2006
0,2.2,9,6-9,4.0,Shareef Abdur-Rahim,PF,5000000,SAC,6.2,0.152,2006
1,2.4,7,6-1,6.0,Mike Bibby,PG,11500000,SAC,8.4,0.127,2006
2,1.6,R,6-7,0.0,Francisco Garcia,SF,1016400,SAC,1.6,0.06,2006
3,0.8,4,6-3,0.2,Jason Hart,PG,1540000,SAC,1.0,0.006,2006
4,1.9,1,6-7,3.6,Kevin Martin,SG,937440,SAC,5.5,0.137,2006
5,3.6,7,6-11,5.5,Brad Miller,C,8750000,SAC,9.1,0.15,2006
6,0.1,R,6-2,0.2,Ronnie Price,PG,398762,SAC,0.30000000000000004,0.021,2006
7,0.1,3,6-11,0.2,Jamal Sampson,PF,719373,SAC,0.30000000000000004,0.293,2006
8,0.6,7,6-9,0.2,Brian Skinner,PF,4950000,SAC,0.8,0.094,2006
9,0.9,7,6-9,1.4,Peja Stojakovic,SF,7500000,SAC,2.3,0.099,2006
10,3.3,6,6-7,2.2,Kenny Thomas,PF,6500000,SAC,5.5,0.115,2006
11,2.7,7,6-5,0.7,Bonzi Wells,SG,8000000,SAC,3.4000000000000004,0.096,2006
12,0.4,10,6-7,0.2,Corliss Williamson,SF,6000000,SAC,0.6000000000000001,0.021,2006
0,1.3,1,6-11,1.6,Andris Biedrins,C,1857360,GSW,2.9000000000000004,0.137,2006
1,0.5,2,6-11,0.3,Zarko Cabarkapa,PF,1404360,GSW,0.8,0.031,2006
2,0.3,12,6-7,0.3,Calbert Cheaney,SF,1760000,GSW,0.6,0.0,2006
3,2.0,6,6-3,2.4,Baron Davis,PG,13700000,GSW,4.4,0.106,2006
4,1.0,R,6-8,1.7,Ike Diogu,PF,1988160,GSW,2.7,0.123,2006
5,2.3,3,6-9,1.9,Mike Dunleavy,SF,4506261,GSW,4.199999999999999,0.077,2006
6,0.8,R,6-3,0.3,Monta Ellis,SG,448762,GSW,1.1,0.028,2006
7,2.4,9,6-1,3.4,Derek Fisher,PG,5393300,GSW,5.8,0.107,2006
8,2.5,8,6-10,0.3,Adonal Foyle,C,7312500,GSW,2.8,0.075,2006
9,0.1,R,6-1,0.0,Aaron Miles,PG,155614,GSW,0.1,0.0,2006
10,3.0,4,6-11,3.5,Troy Murphy,PF,7365079,GSW,6.5,0.125,2006
11,0.9,2,6-6,1.7,Mickael Pietrus,SF,1910520,GSW,2.6,0.024,2006
12,2.8,4,6-6,4.5,Jason Richardson,SG,8888888,GSW,7.3,0.122,2006
13,0.1,R,6-10,0.3,Chris Taft,C,423762,GSW,0.4,0.155,2006
0,2.2,10,6-6,2.1,Brent Barry,SG,4691390,SAS,4.300000000000001,0.162,2006
1,4.5,9,6-7,1.7,Bruce Bowen,SF,3375000,SAS,6.2,0.108,2006
2,6.9,8,6-11,3.9,Tim Duncan,PF,15845156,SAS,10.8,0.187,2006
3,2.9,10,6-7,2.0,Michael Finley,SG,2675000,SAS,4.9,0.117,2006
4,3.7,3,6-6,5.1,Manu Ginobili,SG,7428937,SAS,8.8,0.234,2006
5,2.5,13,6-9,1.0,Robert Horry,PF,3000000,SAS,3.5,0.145,2006
6,0.4,5,6-10,0.2,Sean Marks,PF,835810,SAS,0.6000000000000001,0.156,2006
7,2.8,7,6-10,1.7,Nazr Mohammed,C,5500000,SAS,4.5,0.156,2006
8,2.9,7,7-0,0.9,Rasho Nesterovic,C,6720000,SAS,3.8,0.118,2006
9,0.9,R,6-10,0.2,Fabricio Oberto,C,2325000,SAS,1.1,0.105,2006
10,4.1,4,6-2,5.5,Tony Parker,PG,8400000,SAS,9.6,0.169,2006
11,0.2,R,6-5,0.0,Melvin Sanders,SG,24315,SAS,0.2,0.093,2006
12,0.0,R,6-4,0.0,Alex Scales,SG,24315,SAS,0.0,0.252,2006
13,0.8,1,6-3,0.5,Beno Udrih,PG,904800,SAS,1.3,0.109,2006
14,1.3,12,6-1,0.1,Nick Van Exel,PG,1138500,SAS,1.4000000000000001,0.07,2006
0,0.7,11,6-0,0.3,Darrell Armstrong,PG,1138500,DAL,1.0,0.003,2006
1,0.2,13,6-6,3.8,Doug Christie,SG,1575000,DAL,4.0,0.035,2006
2,2.9,9,6-11,1.9,Erick Dampier,C,8662500,DAL,4.8,0.119,2006
3,1.7,2,6-6,2.4,Marquis Daniels,SG,5393300,DAL,4.1,0.114,2006
4,2.7,4,7-0,1.3,DeSagana Diop,C,1850000,DAL,4.0,0.13,2006
5,1.5,6,6-5,1.4,Adrian Griffin,SG,768718,DAL,2.9,0.113,2006
6,1.4,1,6-3,2.3,Devin Harris,PG,2947440,DAL,3.6999999999999997,0.139,2006
7,2.3,2,6-7,4.4,Josh Howard,SF,923880,DAL,6.7,0.168,2006
8,0.4,1,7-0,0.0,Didier Ilunga-Mbenga,C,880000,DAL,0.4,0.092,2006
9,0.3,R,6-9,0.0,Rawle Marshall,SF,398762,DAL,0.3,0.043,2006
10,4.3,7,7-0,13.5,Dirk Nowitzki,PF,13843156,DAL,17.8,0.275,2006
11,0.0,1,7-5,3.8,Pavel Podkolzin,C,1141560,DAL,3.8,0.263,2006
12,0.4,R,6-9,0.3,Josh Powell,PF,398762,DAL,0.7,0.079,2006
13,1.2,10,6-6,1.2,Jerry Stackhouse,SG,8367187,DAL,2.4,0.076,2006
14,2.3,6,6-2,7.4,Jason Terry,PG,6666667,DAL,9.7,0.165,2006
15,1.2,8,6-10,1.1,Keith Van Horn,SF,15694250,DAL,2.3,0.101,2006
0,4.5,4,6-8,4.6,Shane Battier,SF,4903000,MEM,9.1,0.153,2006
1,0.7,1,6-1,0.2,Antonio Burks,PG,641748,MEM,0.8999999999999999,0.074,2006
2,0.7,5,6-8,0.2,Brian Cardinal,PF,5393300,MEM,0.8999999999999999,0.074,2006
3,5.4,4,7-0,6.6,Pau Gasol,PF,10993000,MEM,12.0,0.184,2006
4,2.5,8,6-1,1.0,Bobby Jackson,PG,3375000,MEM,3.5,0.095,2006
5,1.5,2,6-6,0.7,Dahntay Jones,SF,1223160,MEM,2.2,0.029,2006
6,4.2,11,6-6,3.0,Eddie Jones,SG,14576250,MEM,7.2,0.141,2006
7,3.5,5,6-8,3.9,Mike Miller,SG,6750000,MEM,7.4,0.157,2006
8,0.1,R,6-2,0.1,Anthony Roberson,PG,398762,MEM,0.2,0.088,2006
9,0.3,R,6-9,0.2,Lawrence Roberts,C,398762,MEM,0.5,0.144,2006
10,1.0,10,5-10,0.7,Damon Stoudamire,PG,3750000,MEM,1.7,0.093,2006
11,0.0,4,6-9,0.0,John Thomas,C,103443,MEM,0.0,0.012,2006
12,1.4,5,7-2,1.5,Jake Tsakalidis,C,2900000,MEM,2.9,0.186,2006
13,1.1,R,6-9,0.2,Hakim Warrick,PF,1196520,MEM,1.3,0.053,2006
14,3.0,9,6-11,0.8,Lorenzen Wright,C,7700000,MEM,3.8,0.106,2006
0,0.7,4,6-10,0.6,Chris Andersen,C,3500000,NOK,1.2999999999999998,0.112,2006
1,0.3,R,6-8,0.0,Brandon Bass,PF,398762,NOK,0.3,0.013,2006
2,2.3,12,6-11,2.1,P.J. Brown,C,8000000,NOK,4.4,0.088,2006
3,1.3,3,6-7,0.4,Rasual Butler,SF,1300000,NOK,1.7000000000000002,0.045,2006
4,2.0,4,5-11,1.1,Speedy Claxton,PG,3600000,NOK,3.1,0.072,2006
5,0.0,2,6-11,0.0,Maciej Lampe,C,900000,NOK,0.0,0.0,2006
6,0.1,R,6-4,0.0,Arvydas Macijauskas,SG,2500000,NOK,0.1,0.056,2006
7,1.4,5,6-7,1.1,Desmond Mason,SF,7333333,NOK,2.5,0.072,2006
8,0.4,3,6-9,0.0,Bostjan Nachbar,PF,2500000,NOK,0.4,0.002,2006
9,3.6,R,6-0,6.8,Chris Paul,PG,3144240,NOK,10.4,0.178,2006
10,0.8,1,6-6,0.4,J.R. Smith,SG,1297080,NOK,1.2000000000000002,0.06,2006
11,0.9,1,6-6,1.4,Kirk Snyder,SG,1437240,NOK,2.3,0.082,2006
12,0.4,1,6-10,0.0,Jackson Vroman,PF,682051,NOK,0.4,0.014,2006
13,2.6,2,6-9,4.8,David West,PF,1334160,NOK,7.4,0.141,2006
0,3.1,6,6-2,0.2,Rafer Alston,PG,3850000,HOU,3.3000000000000003,0.067,2006
1,0.7,8,6-5,0.3,Derek Anderson,SG,1670000,HOU,1.0,0.084,2006
2,0.4,13,6-4,0.0,Jon Barry,SG,1800000,HOU,0.4,0.055,2006
3,0.5,3,6-8,0.2,Lonny Baxter,C,745248,HOU,0.7,0.119,2006
4,0.8,6,6-7,0.3,Ryan Bowen,SF,900498,HOU,1.1,0.012,2006
5,0.0,2,6-8,0.0,Josh Davis,PF,17546,HOU,0.0,0.0,2006
6,0.1,R,6-6,0.0,Stephen Graham,SG,48630,HOU,0.1,0.0,2006
7,2.9,R,6-3,0.5,Luther Head,SG,975600,HOU,3.4,0.072,2006
8,3.0,11,6-9,0.6,Juwan Howard,PF,5900400,HOU,3.6,0.069,2006
9,2.7,8,6-8,1.4,Tracy McGrady,SF,15694250,HOU,4.1,0.112,2006
10,3.5,3,7-6,5.0,Yao Ming,C,5594906,HOU,8.5,0.211,2006
11,1.8,14,7-2,1.3,Dikembe Mutombo,C,2000000,HOU,3.1,0.156,2006
12,0.4,8,6-1,0.1,Moochie Norris,PG,4200000,HOU,0.5,0.046,2006
13,2.1,5,6-9,0.4,Stromile Swift,C,5000000,HOU,2.5,0.091,2006
14,2.2,12,6-0,1.4,David Wesley,SG,5070000,HOU,3.6,0.072,2006
0,1.7,R,7-0,0.2,Andrea Bargnani,PF,4501200,TOR,1.9,0.057,2007
1,3.5,3,6-11,6.1,Chris Bosh,C,4235220,TOR,9.6,0.174,2007
2,1.5,1,6-3,4.0,Jose Calderon,PG,2333334,TOR,5.5,0.162,2007
3,0.7,4,6-3,0.4,Juan Dixon,SG,2550000,TOR,1.1,0.076,2007
4,2.3,2,6-0,2.0,T.J. Ford,PG,2929467,TOR,4.3,0.091,2007
5,2.4,R,6-9,0.6,Jorge Garbajosa,PF,3750000,TOR,3.0,0.074,2007
6,1.3,1,6-7,1.7,Joey Graham,SF,1492440,TOR,3.0,0.108,2007
7,0.8,2,6-9,0.7,Kris Humphries,PF,1703520,TOR,1.5,0.107,2007
8,0.1,11,5-11,0.0,Darrick Martin,PG,1178348,TOR,0.1,0.031,2007
9,2.2,8,7-0,1.9,Rasho Nesterovic,C,7280000,TOR,4.1,0.118,2007
10,2.1,3,6-6,4.4,Anthony Parker,SG,4150000,TOR,6.5,0.127,2007
11,1.6,6,6-7,1.3,Morris Peterson,SF,4550000,TOR,2.9000000000000004,0.091,2007
12,0.1,R,6-10,0.0,Uros Slokar,C,412718,TOR,0.1,0.042,2007
13,0.0,2,6-10,0.0,Pape Sow,C,744551,TOR,0.0,0.128,2007
14,0.1,R,6-6,0.1,P.J. Tucker,SF,412718,TOR,0.2,0.085,2007
0,0.5,R,6-4,0.5,Hassan Adams,SG,412718,NJN,1.0,0.095,2007
1,0.8,R,6-10,0.9,Josh Boone,PF,1053960,NJN,1.7000000000000002,0.122,2007
2,3.1,8,6-6,7.4,Vince Carter,SG,15101625,NJN,10.5,0.161,2007
3,1.9,5,7-0,2.5,Jason Collins,PF,5800000,NJN,4.4,0.015,2007
4,0.8,6,6-1,1.1,Eddie House,SG,1400000,NJN,1.9000000000000001,0.094,2007
5,0.0,R,7-1,0.9,Mile Ilic,C,800000,NJN,0.9,0.156,2007
6,1.4,5,6-7,2.0,Richard Jefferson,SF,11200000,NJN,3.4,0.082,2007
7,4.1,12,6-4,5.1,Jason Kidd,PG,18084000,NJN,9.2,0.152,2007
8,0.9,2,7-0,1.1,Nenad Krstic,C,1080480,NJN,2.0,0.109,2007
9,2.3,8,6-11,3.5,Mikki Moore,C,1071225,NJN,5.8,0.131,2007
10,1.6,4,6-9,2.5,Bostjan Nachbar,SF,2500000,NJN,4.1,0.128,2007
11,0.1,2,6-6,0.1,Bernard Robinson,SF,1000000,NJN,0.2,0.181,2007
12,0.8,17,6-10,1.1,Clifford Robinson,C,1600000,NJN,1.9000000000000001,0.013,2007
13,1.0,R,6-3,0.0,Marcus Williams,PG,1097880,NJN,1.0,0.049,2007
14,1.1,1,6-7,0.0,Antoine Wright,SG,1570920,NJN,1.1,0.049,2007
0,1.0,R,6-7,0.4,Rodney Carney,SF,1439760,PHI,1.4,0.055,2007
1,3.6,4,6-11,2.5,Samuel Dalembert,C,9464307,PHI,6.1,0.117,2007
2,1.1,3,6-4,1.3,Willie Green,SG,2800000,PHI,2.4000000000000004,0.085,2007
3,1.5,5,7-0,1.3,Steven Hunter,PF,3024000,PHI,2.8,0.085,2007
4,3.6,2,6-6,4.1,Andre Iguodala,SG,2201640,PHI,7.699999999999999,0.12,2007
5,0.3,R,6-7,0.0,Bobby Jones,SF,412718,PHI,0.3,0.045,2007
6,1.7,3,6-7,2.9,Kyle Korver,SF,4018182,PHI,4.6,0.097,2007
7,1.6,7,6-3,2.3,Andre Miller,PG,8733333,PHI,3.9,0.088,2007
8,0.5,9,6-4,0.1,Kevin Ollie,PG,3196050,PHI,0.6,0.03,2007
9,0.3,1,6-10,0.1,Shavlik Randolph,PF,1000000,PHI,0.4,0.102,2007
10,1.5,11,6-10,1.0,Joe Smith,PF,6807000,PHI,2.5,0.091,2007
11,0.0,R,6-8,0.0,Steven Smith,PF,161061,PHI,0.0,0.0,2007
12,0.8,13,6-9,1.1,Chris Webber,PF,17600000,PHI,1.9000000000000001,0.014,2007
0,1.7,R,6-8,1.1,Renaldo Balkman,SF,1191240,NYK,2.8,0.125,2007
1,0.2,9,6-11,0.0,Kelvin Cato,C,1071225,NYK,0.2,0.036,2007
2,0.6,R,6-6,0.0,Mardy Collins,SF,899880,NYK,0.6,0.002,2007
3,0.9,6,6-5,2.3,Jamal Crawford,SG,7200000,NYK,3.1999999999999997,0.069,2007
4,1.6,5,7-0,3.1,Eddy Curry,C,8171103,NYK,4.7,0.079,2007
5,0.9,7,6-3,2.0,Steve Francis,SG,15070000,NYK,2.9,0.113,2007
6,1.6,1,6-11,4.8,Channing Frye,PF,2325000,NYK,6.4,0.024,2007
7,0.3,6,7-0,0.0,Jerome James,C,5400000,NYK,0.3,0.036,2007
8,1.0,4,6-11,0.1,Jared Jeffries,SF,5215000,NYK,1.1,0.043,2007
9,2.1,1,6-9,4.8,David Lee,PF,926040,NYK,6.9,0.191,2007
10,1.1,10,6-2,4.8,Stephon Marbury,PG,17184375,NYK,5.9,0.103,2007
11,1.3,6,6-6,2.2,Quentin Richardson,SF,7525500,NYK,3.5,0.104,2007
12,0.8,1,5-9,2.4,Nate Robinson,PG,1185480,NYK,3.2,0.114,2007
13,0.8,10,6-7,0.0,Malik Rose,PF,7525397,NYK,0.8,0.007,2007
0,1.1,2,6-4,0.8,Tony Allen,SG,1037280,BOS,1.9000000000000001,0.111,2007
1,1.7,1,6-7,2.5,Ryan Gomes,PF,664209,BOS,4.2,0.089,2007
2,1.2,1,6-7,0.4,Gerald Green,SF,1347000,BOS,1.6,0.042,2007
3,3.3,2,6-10,3.3,Al Jefferson,C,1618320,BOS,6.6,0.137,2007
4,0.3,8,7-0,0.1,Michael Olowokandi,C,1103225,BOS,0.4,0.075,2007
5,1.9,3,6-10,0.2,Kendrick Perkins,C,1689409,BOS,2.1,0.042,2007
6,1.6,8,6-7,3.8,Paul Pierce,SG,15101625,BOS,5.4,0.148,2007
7,0.8,R,6-8,0.9,Leon Powe,C,432000,BOS,1.7000000000000002,0.116,2007
8,0.1,11,6-10,0.0,Theo Ratliff,C,11666666,BOS,0.1,0.073,2007
9,0.5,R,6-2,0.1,Allan Ray,SG,412718,BOS,0.6,0.039,2007
10,2.6,R,6-1,0.4,Rajon Rondo,PG,1143600,BOS,3.0,0.064,2007
11,0.7,5,6-9,0.2,Brian Scalabrine,PF,2793103,BOS,0.8999999999999999,0.043,2007
12,0.5,7,6-7,1.0,Wally Szczerbiak,SF,11775000,BOS,1.5,0.083,2007
13,1.0,2,6-0,0.2,Sebastian Telfair,PG,1793160,BOS,1.2,0.015,2007
14,1.8,2,6-4,1.9,Delonte West,SG,1080480,BOS,3.7,0.081,2007
0,2.7,9,6-3,8.7,Chauncey Billups,PG,6364400,DET,11.399999999999999,0.216,2007
1,0.1,R,6-0,0.2,Will Blalock,PG,412718,DET,0.30000000000000004,0.183,2007
2,0.8,15,6-11,0.5,Dale Davis,C,3500000,DET,1.3,0.132,2007
3,1.9,2,6-6,1.0,Carlos Delfino,SG,1037280,DET,2.9,0.101,2007
4,0.2,3,6-7,0.7,Ronald Dupree,SF,771331,DET,0.8999999999999999,0.106,2007
5,2.4,7,6-6,5.7,Richard Hamilton,SG,9187500,DET,8.1,0.141,2007
6,0.8,13,6-2,0.5,Lindsey Hunter,PG,2250000,DET,1.3,0.085,2007
7,0.3,1,6-9,0.2,Amir Johnson,PF,664209,DET,0.5,0.183,2007
8,1.5,1,6-7,0.3,Jason Maxiell,C,973440,DET,1.8,0.091,2007
9,3.2,10,6-9,2.8,Antonio McDyess,PF,5883600,DET,6.0,0.168,2007
10,1.5,8,6-10,0.9,Nazr Mohammed,C,5215000,DET,2.4,0.145,2007
11,1.4,4,6-4,1.0,Ronald Murray,SG,1750000,DET,2.4,0.042,2007
12,2.9,4,6-9,5.1,Tayshaun Prince,SF,7851240,DET,8.0,0.128,2007
13,4.4,11,6-10,1.8,Rasheed Wallace,C,11650000,DET,6.2,0.123,2007
14,1.9,13,6-9,1.3,Chris Webber,PF,661024,DET,3.2,0.123,2007
0,0.3,R,6-4,0.3,Shannon Brown,SG,971280,CLE,0.6,0.015,2007
1,1.2,R,6-2,0.8,Daniel Gibson,PG,412718,CLE,2.0,0.098,2007
2,4.1,4,6-10,2.4,Drew Gooden,PF,6645402,CLE,6.5,0.139,2007
3,3.8,8,6-5,0.1,Larry Hughes,SG,13363012,CLE,3.9,0.073,2007
4,4.0,8,7-3,2.6,Zydrunas Ilgauskas,C,9442697,CLE,6.6,0.148,2007
5,5.7,3,6-8,8.0,LeBron James,SF,5828090,CLE,13.7,0.206,2007
6,1.1,8,6-3,1.2,Damon Jones,PG,3884678,CLE,2.3,0.097,2007
7,0.0,1,6-11,2.1,Dwayne Jones,PF,664209,CLE,2.1,0.2,2007
8,2.6,12,6-9,1.3,Donyell Marshall,PF,5633037,CLE,3.9000000000000004,0.135,2007
9,0.2,6,6-7,0.3,Ira Newble,SF,3196050,CLE,0.5,0.179,2007
10,2.3,3,6-8,0.8,Sasha Pavlovic,SG,1962206,CLE,3.0999999999999996,0.098,2007
11,0.2,9,6-11,0.0,Scot Pollard,C,2200000,CLE,0.2,0.1,2007
12,2.6,11,6-3,0.2,Eric Snow,PG,6093750,CLE,2.8000000000000003,0.069,2007
13,4.0,2,6-10,2.6,Anderson Varejao,C,945600,CLE,6.6,0.164,2007
14,0.5,13,6-0,0.3,David Wesley,SG,1750000,CLE,0.8,0.043,2007
0,1.1,5,6-10,0.1,Malik Allen,PF,1803600,CHI,1.2000000000000002,0.073,2007
1,0.0,2,5-10,0.0,Andre Barrett,PG,744551,CHI,0.0,0.014,2007
2,2.7,13,6-11,1.4,P.J. Brown,PF,8560000,CHI,4.1,0.075,2007
3,5.6,2,6-9,5.7,Luol Deng,SF,2614440,CHI,11.3,0.176,2007
4,3.0,2,6-1,1.9,Chris Duhon,PG,3024000,CHI,4.9,0.121,2007
5,3.9,2,6-3,4.7,Ben Gordon,SG,3862080,CHI,8.6,0.152,2007
6,1.2,7,6-5,0.1,Adrian Griffin,SF,1475000,CHI,1.3,0.103,2007
7,4.6,3,6-4,5.5,Kirk Hinrich,PG,3192628,CHI,10.1,0.171,2007
8,0.5,2,6-9,0.0,Viktor Khryapa,PF,1172400,CHI,0.5,0.087,2007
9,2.6,2,6-7,1.4,Andres Nocioni,PF,3950000,CHI,4.0,0.139,2007
10,1.7,R,6-7,0.1,Thabo Sefolosha,SG,1679280,CHI,1.8,0.047,2007
11,0.8,3,6-8,0.0,Mike Sweetney,C,2696956,CHI,0.8,0.049,2007
12,2.6,R,6-9,0.1,Tyrus Thomas,PF,3260760,CHI,2.7,0.11,2007
13,6.6,10,6-9,1.6,Ben Wallace,C,16000000,CHI,8.2,0.146,2007
0,1.5,12,6-0,1.7,Darrell Armstrong,PG,1178348,IND,3.2,0.121,2007
1,0.5,1,6-9,0.5,Maceo Baston,PF,744551,IND,1.0,0.127,2007
2,0.7,3,6-6,0.6,Marquis Daniels,SG,5883600,IND,1.2999999999999998,0.036,2007
3,0.6,1,6-8,0.3,Ike Diogu,PF,2137200,IND,0.8999999999999999,0.076,2007
4,1.6,4,6-9,1.6,Mike Dunleavy,SG,7438016,IND,3.2,0.102,2007
5,2.7,7,6-11,1.8,Jeff Foster,C,5500000,IND,4.5,0.124,2007
6,2.6,1,6-9,3.9,Danny Granger,SF,1417800,IND,6.5,0.111,2007
7,0.4,1,6-4,0.0,Orien Greene,SG,664209,IND,0.4,0.0,2007
8,0.3,2,7-0,0.0,David Harrison,C,960840,IND,0.3,0.0,2007
9,0.3,1,6-9,0.0,Rawle Marshall,SG,664209,IND,0.3,0.001,2007
10,0.2,3,6-2,0.0,Keith McLeod,PG,1350000,IND,0.2,0.027,2007
11,1.4,5,6-11,1.4,Troy Murphy,PF,8285714,IND,2.8,0.112,2007
12,4.1,10,6-11,0.5,Jermaine O'Neal,C,18084000,IND,4.6,0.091,2007
13,2.6,5,6-3,0.2,Jamaal Tinsley,PG,5850000,IND,2.8000000000000003,0.06,2007
14,0.4,R,6-9,0.3,Shawne Williams,SG,1367760,IND,0.7,0.063,2007
0,0.4,2,6-3,3.6,Charlie Bell,SG,744551,MIL,4.0,0.068,2007
1,1.4,1,7-0,2.6,Andrew Bogut,C,4665960,MIL,4.0,0.085,2007
2,0.6,8,5-5,2.1,Earl Boykins,PG,2950000,MIL,2.7,0.083,2007
3,0.7,4,6-11,0.1,Dan Gadzuric,C,5252065,MIL,0.7999999999999999,0.043,2007
4,0.1,R,6-2,0.7,Lynn Greer,SG,664209,MIL,0.7999999999999999,0.083,2007
5,0.0,1,6-7,0.0,Julius Hodge,SG,1234800,MIL,0.0,0.037,2007
6,0.5,R,6-10,0.5,Ersan Ilyasova,PF,664209,MIL,1.0,0.051,2007
7,0.0,R,6-10,0.0,Damir Markota,PF,412718,MIL,0.0,0.037,2007
8,0.0,R,6-5,0.0,Chris McCray,SG,161061,MIL,0.0,0.0,2007
9,0.3,R,6-6,0.1,David Noel,PF,412718,MIL,0.4,0.024,2007
10,1.3,8,6-5,4.1,Ruben Patterson,SF,6807000,MIL,5.3999999999999995,0.103,2007
11,0.3,6,6-6,5.8,Michael Redd,SF,13260000,MIL,6.1,0.145,2007
12,0.2,1,6-11,0.0,Jared Reiner,C,396905,MIL,0.2,0.037,2007
13,1.0,8,6-9,0.1,Brian Skinner,PF,5400000,MIL,1.1,0.035,2007
14,0.6,1,6-11,1.2,Charlie Villanueva,PF,2537880,MIL,1.7999999999999998,0.085,2007
15,0.9,3,6-1,2.2,Mo Williams,PG,1920000,MIL,3.1,0.061,2007
0,0.2,1,7-0,0.0,Earl Barron,C,744551,MIA,0.2,0.025,2007
1,0.9,8,6-11,0.3,Michael Doleac,C,2880000,MIA,1.2,0.086,2007
2,3.1,3,6-8,2.0,Udonis Haslem,PF,5525000,MIA,5.1,0.099,2007
3,0.1,R,6-2,0.0,Robert Hite,SG,412718,MIA,0.1,0.025,2007
4,1.3,12,6-6,1.7,Eddie Jones,SG,531694,MIA,3.0,0.138,2007
5,1.3,3,6-8,2.9,Jason Kapono,SF,1188000,MIA,4.2,0.114,2007
6,2.5,13,6-10,1.0,Alonzo Mourning,C,2500000,MIA,3.5,0.107,2007
7,1.5,14,7-1,1.4,Shaquille O'Neal,C,20000000,MIA,2.9,0.119,2007
8,1.2,16,6-4,0.1,Gary Payton,PG,1178348,MIA,1.3,0.042,2007
9,2.6,7,6-8,2.6,James Posey,SF,6392100,MIA,5.2,0.13,2007
10,0.3,R,6-2,0.3,Chris Quinn,PG,412718,MIA,0.6,0.07,2007
11,0.1,1,6-9,0.0,Wayne Simien,PF,932760,MIA,0.1,0.025,2007
12,2.9,3,6-4,5.9,Dwyane Wade,SG,3841443,MIA,8.8,0.219,2007
13,2.0,10,6-8,2.9,Antoine Walker,PF,7606820,MIA,4.9,0.114,2007
14,1.5,8,6-1,2.8,Jason Williams,PG,8250000,MIA,4.3,0.11,2007
15,2.0,2,6-9,1.4,Dorell Wright,SF,1325160,MIA,3.4,0.072,2007
0,1.5,5,6-3,9.3,Gilbert Arenas,PG,11096800,WAS,10.8,0.177,2007
1,0.5,1,6-11,0.3,Andray Blatche,PF,664209,WAS,0.8,0.033,2007
2,0.3,7,6-11,0.3,Calvin Booth,C,998967,WAS,0.6,0.072,2007
3,1.9,4,6-7,3.4,Caron Butler,SF,7438000,WAS,5.3,0.103,2007
4,0.2,9,6-4,4.1,Antonio Daniels,SG,5400000,WAS,4.3,0.116,2007
5,0.0,R,6-8,0.0,Mike Hall,SF,135895,WAS,0.0,0.141,2007
6,0.5,3,6-7,1.0,Jarvis Hayes,SF,2564127,WAS,1.5,0.045,2007
7,1.3,5,7-0,2.2,Brendan Haywood,C,4500000,WAS,3.5,0.095,2007
8,1.6,8,6-8,5.2,Antawn Jamison,PF,15101625,WAS,6.800000000000001,0.123,2007
9,0.0,R,6-10,0.0,James Lang,C,771331,WAS,0.0,0.047,2007
10,0.1,2,6-5,0.3,Roger Mason,SG,744551,WAS,0.4,0.072,2007
11,0.1,6,6-9,0.0,Michael Ruffin,PF,1803600,WAS,0.1,0.002,2007
12,0.3,3,6-9,0.8,Darius Songaila,PF,3650000,WAS,1.1,0.078,2007
13,0.3,6,6-5,2.7,DeShawn Stevenson,SG,932015,WAS,3.0,0.061,2007
14,0.2,1,6-6,0.0,Donell Taylor,SG,664209,WAS,0.2,0.002,2007
15,1.2,5,6-9,1.5,Etan Thomas,C,5883600,WAS,2.7,0.105,2007
0,1.9,2,6-8,1.5,Trevor Ariza,SG,3100000,ORL,3.4,0.128,2007
1,1.3,5,6-2,1.2,Carlos Arroyo,PG,4100000,ORL,2.5,0.094,2007
2,0.0,R,6-10,0.0,James Augustine,PF,412718,ORL,0.0,0.168,2007
3,2.1,9,6-11,0.6,Tony Battie,PF,5746000,ORL,2.7,0.081,2007
4,1.0,3,6-5,0.7,Keith Bogans,SG,2510000,ORL,1.7,0.08,2007
5,0.2,1,6-1,0.5,Travis Diener,PG,664209,ORL,0.7,0.113,2007
6,1.4,6,6-3,0.7,Keyon Dooling,SG,3348000,ORL,2.0999999999999996,0.071,2007
7,0.3,8,6-9,0.0,Pat Garrity,PF,3525000,ORL,0.3,0.038,2007
8,2.3,11,6-8,2.9,Grant Hill,SG,16901500,ORL,5.199999999999999,0.123,2007
9,5.8,2,6-11,3.9,Dwight Howard,C,4806720,ORL,9.7,0.154,2007
10,3.3,3,7-0,0.0,Darko Milicic,PF,5218622,ORL,3.3,0.082,2007
11,2.4,2,6-0,1.6,Jameer Nelson,PG,1272120,ORL,4.0,0.082,2007
12,0.6,13,6-8,0.6,Bo Outlaw,PF,1178348,ORL,1.2,0.126,2007
13,0.5,R,6-4,1.2,J.J. Redick,PG,1860720,ORL,1.7,0.134,2007
14,2.6,6,6-10,2.3,Hedo Turkoglu,SF,5883600,ORL,4.9,0.105,2007
